category;text;
5;la sürekli kapamak mı be;
2;çok kolay anlaşmak işlem yapmak çok rahat;
3;hizmet memnun;
8;ya kardeş bu uygulamak yapmak şirket hiç mi kontrol etmek bu uygulamak;
5;en saçma banka uygulamak Vakıfbank ta bir menü girmek geri demek zaman bir önce menü girmek gerekmek en baş dönmek saçma öte;
6;en saçma banka uygulamak Vakıfbank ta bir menü girmek geri demek zaman bir önce menü girmek gerekmek en baş dönmek saçma öte;
5;ayrıca uygulamak şifre ile girmek sonra kendi kendi kapamak sorun hâlâ çözmek defalarca yazmak ama sorun çözmek mide bulanmak artık bu uygulamak;
4;ayrıca uygulamak şifre ile girmek sonra kendi kendi kapamak sorun hâlâ çözmek defalarca yazmak ama sorun çözmek mide bulanmak artık bu uygulamak;
7;kolay ve hız;
2;kolay ve hız;
2;çok beğenmek mükemmel kolay ve fayda sağlamak;
4;şube gitmek iş inmek demek;
7;inmek bile böyle dandik zar zor çalışmak uygulamak para vermek yapmak;
2;herşey basit halletmek ben göre kullanmak;
8;başarı;
8;uygulamak iyi banka kötü;
8;harika çok yardımcı olmak;
1;ben güzel ama her sefer neden şifre girmek zor kalmak;
9;sabah bu saat güncellemek nasıl bir uygulamak anlamak;
9;güncellemek olmak da girmek bir sürü iş aramak halletmek;
4;güncellemek olmak da girmek bir sürü iş aramak halletmek;
6;Mobile girmek Sms onay istemek yatırım fazladan Sms Onay istemek;
3;mobil takas görüntülemek eklemek lütfen;
9;siz güncellemek yapmak uygulamak da yapmak olmak banka becermek bırakmak;
8;çok büyük kolay teşekkür;
2;çok büyük kolay teşekkür;
1;güncellemek sonra uygulamak açmak;
5;güncellemek sonra uygulamak açmak;
7;kısa süre bitti işlem;
2;kolay zor;
2;arayüz gelişmek;
7;teşekkür İng;
2;teşekkür İng;
5;güven çıkmak yapmak için ölmek olmak ama her defa çıkmak yapmak mümkün değil;
1;güven çıkmak yapmak için ölmek olmak ama her defa çıkmak yapmak mümkün değil;
7;güven çıkmak yapmak için ölmek olmak ama her defa çıkmak yapmak mümkün değil;
3;kolay gelmek;
2;güzel ve kullanmak;
4;böyle program Allah bin belâ vermek çok güzel mobil banka var hayır sistem yapmak istemek böyle vatandaş mağdur etmek bir vergi ödemek girmek atmak tıklamak atmak devam dilemek ben da müşteri hizmet mail atmak demek atmak cevap vermek mi var;
5;böyle program Allah bin belâ vermek çok güzel mobil banka var hayır sistem yapmak istemek böyle vatandaş mağdur etmek bir vergi ödemek girmek atmak tıklamak atmak devam dilemek ben da müşteri hizmet mail atmak demek atmak cevap vermek mi var;
8;böyle program Allah bin belâ vermek çok güzel mobil banka var hayır sistem yapmak istemek böyle vatandaş mağdur etmek bir vergi ödemek girmek atmak tıklamak atmak devam dilemek ben da müşteri hizmet mail atmak demek atmak cevap vermek mi var;
10;böyle program Allah bin belâ vermek çok güzel mobil banka var hayır sistem yapmak istemek böyle vatandaş mağdur etmek bir vergi ödemek girmek atmak tıklamak atmak devam dilemek ben da müşteri hizmet mail atmak demek atmak cevap vermek mi var;
9;eski sürüm iyi güzel güncellemek gelmek berbat olmak;
2;ne yapmak gerekmek kolay bulamak diğer banka İnternet banka çok kötü Tsk İşçen;
2;karışık bir sistem var;
2;bilgisayar ödemek normal vergi çok zor bulunmak;
2;yaşam kolay;
2;kullanım basit ve anlaşmak;
2;harika bir uygulamak kolay kullanım;
2;başarı ve anlaşmak;
1;uygulamak hesap açmak çok komik;
5;uygulamak hesap açmak çok komik;
6;tasarım gayet net ve anlaşmak hizmet çeşit artırmak teşekkür Anadolubank;
8;ben güzel bir banka ve aynı şekil uygulamak güzel çok teşekkür emek geçen herkes;
2;aynı şey telefon banka için söylemek;
8;aynı şey telefon banka için söylemek;
4;müşteri hizmet asla bağlamak;
4;ayrıca vaat etmek puan ya da para vermek;
2;gayet güz pratik;
8;gayet güz pratik;
7;sistem çok hız sorun yaşamak karşı muhatap bulmak çözüm sunmak;
4;sistem çok hız sorun yaşamak karşı muhatap bulmak çözüm sunmak;
5;bağ anlamak tüm banka cep aplikasyon açmak vakıf bank açmak biraz daha gelişmek ben;
6;mobil borsa hisse senet saklamak analiz banka isim değişmek hangi banka olmak belli değil;
2;mobil borsa hisse senet saklamak analiz banka isim değişmek hangi banka olmak belli değil;
9;son güncellemek sonra girmek yapmak;
1;son güncellemek sonra girmek yapmak;
5;son güncellemek sonra girmek yapmak;
9;uygulamak kaldırmak yeniden kurmak sorun gidermek fakat güncellemek istemek korkmak güncellemek;
5;bu uygulamak doğru dürüst açmak ki ben bu puan vermek puan 0 puan bile değil;
9;uygulamak güncellemek sonra berbat olmak girmek ekran hiç bir şey yok ne bakiye ne bir şey garanti en güzel uygulamak bu 2 sene önce kadar süper fakat güncellemek güncellemek bitirmek uygulamak çok karma karışık biz anlamak belki ama iş tam bilmek yapmak kullanmak;
2;uygulamak güncellemek sonra berbat olmak girmek ekran hiç bir şey yok ne bakiye ne bir şey garanti en güzel uygulamak bu 2 sene önce kadar süper fakat güncellemek güncellemek bitirmek uygulamak çok karma karışık biz anlamak belki ama iş tam bilmek yapmak kullanmak;
5;uygulamak güncellemek sonra berbat olmak girmek ekran hiç bir şey yok ne bakiye ne bir şey garanti en güzel uygulamak bu 2 sene önce kadar süper fakat güncellemek güncellemek bitirmek uygulamak çok karma karışık biz anlamak belki ama iş tam bilmek yapmak kullanmak;
9;önce daha güzel;
2;kolay ve seri bir şekil banka iş hal etmek herkes tavsiye etmek ancak havale ücret diğer bir kısım banka göre daha fazla bu bağlam düzelmek yapmak çok daha memnun olmak;
3;merhaba Anadolubank yıl banka müşteri kredi kart başvuru şube yönlenmek cep şube mobil yapmak Anadolubank yetkili rica bira önce bu çözüm bulmak gerekmek diğer banka cep şube İnternet şube kredi kart kredi işlem yapmak bu yön maalesef eksik Anadolubank teşekkür;
3;merhaba Anadolubank yıl banka müşteri kredi kart başvuru şube yönlenmek cep şube mobil yapmak Anadolubank yetkili rica bira önce bu çözüm bulmak gerekmek diğer banka cep şube İnternet şube kredi kart kredi işlem yapmak bu yön maalesef eksik Anadolubank teşekkür;
5;9 destek geri gelmek sırf uygulamak kullanmak için telefon Update yapmak insan;
9;9 destek geri gelmek Ensar hesap kapatmak;
5;Playstore demek akıl telefon için mobil uygulamak açmak ancak mobil telefon ekran inmek;
5;mobil girmek ekran geri dönüşmek yapmak ekran takı kalmak ancak mobil telefon tüm sekmek kapamak buton ile kapamak;
7;çok güzel ve hız;
8;çok güzel ve hız;
2;şu an uygulamak çok daha anlam ve kolay erişmek daha görsel olmak ve bu dolayı siz tebrik etmek 5 yıldız;
5;model cihaz ile değişmek gün bu yanmak Google Playstore yasak neden uygulamak kullanmak diğer banka hiçbir sorun yaşamak bu ara;
4;genel merkez vermek link tıklamak hal sorun çözmek;
1;pin ile girmek istemek katılmak;
1;kesinlikle tahmin etmek ve kırmak daha zor olmak için herhangi bir karakter oluşmak şifre daha güven;
8;Superb uygulamak Türkiye banka ve Kuveyt Türk uygulamak kullanmak iç en kolay bu en fayda bu tebrik yapı kredi;
2;Superb uygulamak Türkiye banka ve Kuveyt Türk uygulamak kullanmak iç en kolay bu en fayda bu tebrik yapı kredi;
1;ama her neden parola yazmak girmek 2 saniye sonra Reset atmak girmek sayfa gitmek;
5;ama her neden parola yazmak girmek 2 saniye sonra Reset atmak girmek sayfa gitmek;
5;tam bir Eft yapmak ben uygulamak atmak;
10;tam bir Eft yapmak ben uygulamak atmak;
10;Eft yapmak mı yapmak mı diye tedirgin olmak;
8;bu durum hergün yaşamak sıkılmak artık;
2;çok kolay;
9;uygulamak güncellemek yapmak girmek yapmak nasıl bir şey bu ev İnternet yok cep paket yok uygulamak girmek paket yapmak girmek siz yapmak uygulamak iç tükürmek;
1;uygulamak güncellemek yapmak girmek yapmak nasıl bir şey bu ev İnternet yok cep paket yok uygulamak girmek paket yapmak girmek siz yapmak uygulamak iç tükürmek;
5;sistem açmak İnternet kontrol etmek;
5;Vakıfbank mobil rezil sürekli hata vermek;
5;1 2 gün neden girmek bu uygulamak;
5;bir kaç gün şu an işlem gerçek demek;
8;muhteşem kolay;
8;çok başarı ve kullanım kolay bir uygulamak;
2;başarı devam dilek ile;
8;başarı devam dilek ile;
10;para göndermek kolay süper;
2;şık tasarım sayfa akmak gayet güzel açık alt fon renk kullanım daha zevk hal getirmek gözlük kullanmak için daha güzel emek geçmek teşekkür etmek;
2;gayet güzel ve kullanmak;
6;mobil banka bilgi güncellemek bölüm yok adres Vb bilgi;
2;amblem yeni logo yani müthiş olmak kim yapmak saygı hak etmek çok beğenmek;
7;hız güvenmek;
2;kullanmak şube banka;
2;kullanım kolay yapmak şey yok;
8;banka cep gezmek teşekkür;
2;arayüz biraz gelişmek;
2;görsel bakım çok eski bir sürüm;
7;uygulamak kaldırmak ve yeniden yüklem yapmak rağmen herhangi bir değişik yok dönmek ekran şart ve koşul diye çıkmak herhangi bir işlem yapmak bilgi sunmak;
5;uygulamak kaldırmak ve yeniden yüklem yapmak rağmen herhangi bir değişik yok dönmek ekran şart ve koşul diye çıkmak herhangi bir işlem yapmak bilgi sunmak;
2;çok kullanmak güzel bir uygulamak;
7;200 Mb yer kaplamak bir banka uygulamak nasıl bu kadar boyut olmak;
5;güncellemek demek sonra uygulamak açmak sürekli güncellemek fakat iyi gitmek hata vermek şu an uygulamak girmek İnternet bağlantı hata vermek;
9;güncellemek demek sonra uygulamak açmak sürekli güncellemek fakat iyi gitmek hata vermek şu an uygulamak girmek İnternet bağlantı hata vermek;
2;güzel ve kullanmak harika bir tasarım;
1;ben her bir bölüm seçmek de şifre istemek böylelikle uygulamak daha da kullanmak hal gelmek başarı;
5;tam bir rezil uygulamak kendi kendi kapamak kampanya katılmak istemek uygulamak kapamak;
4;müşteri hizmet bağlamak istemek hat düşmek telefon yüz kapamak;
8;insan kanser etmek;
5;kart şifre Tus her hangi bir seçim yok demek;
8;1 yıldız değil yıldız bile yok yani;
8;rezil bir uygulamak;
7;İnternet olmak rağmen İnternet olmak için girmek yapmak demek;
1;İnternet olmak rağmen İnternet olmak için girmek yapmak demek;
5;uygulamak girmek yapmak sonra sürekli girmek ekran yönlenmek;
4;fakat nisan mayıs harcamak bu yatmak ben istek dış fatura talimat için 450 Tl yatırmak asıl maaş taşım sebep iptal etmek banka ile yapmak itiraz sonuç müdür bey hata düzelmek söylemek ama düzelmek bir şey yok;
8;her şey el alt artık;
8;çok güzel bir uygulamak güvenmek yıl kullanmak teşekkür en para emek sağlık;
9;güncellemek ile birşey düzelmek demek ne yazık ki düzelmek çok kullanmak bir uygulamak değil;
2;güncellemek ile birşey düzelmek demek ne yazık ki düzelmek çok kullanmak bir uygulamak değil;
4;niye cevap vermek hesap yok hesap açmak biri cevap vermek ben ben İnternet başvuru yapmak istemek;
7;çok yavaşlamak;
9;güncellemek zor mı dayatmak yapmak;
3;güncellemek zor mı dayatmak yapmak;
5;sürekli uygulamak atmak;
10;merhaba otomatik ödemek talimat vermek fatura son ödemek tarih kadar görmek;
10;normal ödemek dönem olmak tarih aralık vermek için fatura ilk ödemek tarih itibaren görmek gerekli böylece fatura takip yapmak;
3;normal ödemek dönem olmak tarih aralık vermek için fatura ilk ödemek tarih itibaren görmek gerekli böylece fatura takip yapmak;
10;bu konu bir düzelmek yapmak sevinmek iyi çalışmak dilemek;
3;bu konu bir düzelmek yapmak sevinmek iyi çalışmak dilemek;
5;sistem başvuru yapmak;
7;çok yavaş açmak ekran var gerek uzun menü daha basit yapmak gerek yok bu kadar ince ayrıntı;
9;güncellemek sıfır;
4;süper banka teşekkür gönül çalışmak banka herkes tavsiye etmek finans bank her zaman her yer süper banka daima kutlamak çalışmak da müşteri süper;
10;banka uzun süre müşteri hizmet memnun yalnız fatura ödemek komisyon almak Ayriyeten Eft ve havale masraf da ücret olmak devam etmek rica etmek iyi çalışmak dilemek;
7;Iphone 6 için bir güncellemek getirmek artık yetmek Samsung arkadaş cillop gibi çalışmak ben hep bir takılmak hep bir donmak var uygulamak;
2;2015 demek beri kullanmak;
2;artık fatura kısım için ayrı bir sekmek oluşmak;
9;artık fatura kısım için ayrı bir sekmek oluşmak;
10;artık fatura kısım için ayrı bir sekmek oluşmak;
6;bazen fatura gelmek görmek için fatura ödemek unutmak;
9;program açmak;
2;kullanım kolay;
2;çok kötü para transfer olay karışık iptal etmek saçma gerek bir uygulamak;
8;çok kötü para transfer olay karışık iptal etmek saçma gerek bir uygulamak;
10;çok kötü para transfer olay karışık iptal etmek saçma gerek bir uygulamak;
5;şifre yanlış girmek söylemek parola istemek parola almak zaten imkân hata vermek işlem yapmak;
2;gayet güzel ve akmak hız ve kompakt yapı var gerçekten şaşırmak;
7;gayet güzel ve akmak hız ve kompakt yapı var gerçekten şaşırmak;
1;böyle rezalet görmek bu ne yaaa bir şifre almak aramak hizmet yok kayıt yok kayıt yok nasıl gelmek bu bu kart nasıl hesap açmak pes doğru kimse tavsiye etmek garanti banka para rezil olmak demek bu olmak gerek gece bu saat uğraşmak değmek;
4;böyle rezalet görmek bu ne yaaa bir şifre almak aramak hizmet yok kayıt yok kayıt yok nasıl gelmek bu bu kart nasıl hesap açmak pes doğru kimse tavsiye etmek garanti banka para rezil olmak demek bu olmak gerek gece bu saat uğraşmak değmek;
8;açıklamak bayılmak;
5;yatırım işlem yapmak;
8;an yenilik ulaşmak;
3;böyle bir hizmet vermek için teşekkür etmek;
6;ticarî uygulamak paraf ticarî kart ekstre bile görünmek;
8;her zaman gibi beş para etmek;
8;süper bir uygulamak ev para takip yapmak almak yollamak daha ne olmak teşekkür;
9;After Last I Cant loğ in Just in Time And The Application is Very Slow ev This Season I Give Up And Close it final I format My;
7;Very Bad;
9;Very Bad;
1;Very Bad;
9;yani sıra mı güncellemek;
7;telefon hafıza dolu;
11;şimdilik Denizbank veda etmek gerekmek bu durum;
8;toplam dört banka uygulamak kullanmak ne zaman halk banka isim olmak karın ağrı girmek;
7;bu kadar hantal ve sürekli uğraşmak başka bir banka uygulamak görmek;
2;bu kadar hantal ve sürekli uğraşmak başka bir banka uygulamak görmek;
5;11 de kod para çekmek özellik kullanmak konu ile ilgi yardımcı olmak çok memnun olmak;
7;bir yıldız bile fazla uygulamak mobil şube ay hizmet vermek;
2;yarar bir uygulamak;
8;bu uygulamak çok kötü diğer banka uygulamak bir bakmak Allah Aşkın;
3;önem bir eksik olmak düşünmek;
3;her kanal görmek olmak gerekmek;
8;banka gitmek bütün işlem yapmak her türlü borç ve otomatik ödemek talimat gibi;
2;kullanım çok kolay;
5;ay işlem yapmak sürekli an ekran dönmek çıldırmak artık;
8;android için bir çare bulunmak gayrı;
4;birazdan müşteri temsilci bağlamak demek o biraz insan telefon dakika bitirmek;
4;hız bir çözüm sunmak istemek;
9;telefon yeni güncellemek sonra uygulamak açmak bilgi;
5;telefon yeni güncellemek sonra uygulamak açmak bilgi;
2;anlaşmak ve karışık değil çok hız bir şekil her iş tek ekran halletmek;
7;anlaşmak ve karışık değil çok hız bir şekil her iş tek ekran halletmek;
8;harika bir uygulamak olmak ben;
8;çok kötü rezalet ve berbat bir uygulamak yapı kredi can;
2;inmek İngiliz dil nasıl değişmek;
4;müşteri temsilci bağlamak tam bir zulüm bağlamak helâl olmak;
9;güncellemek sonra Pert;
8;uygulamak çok güzel memnun;
8;her iş çok rahat halletmek ile para yatırmak çekmek artık hayat parça olmak emek vermek herkes çok teşekkür kredi kart masraf da olmak diğer banka hesap kapamak tek uygulamak her iş halletmek bu yol devam garanti;
8;İy We kolay;
2;menü daha detay ve kullanmak olmak çok karışık;
6;ayrıca kredi kart ekstre daha ayrıntı olmak Ner alınmak belli olmak;
5;uygulamak ekran olmak daha iyi olmak ekran yok uygulamak;
9;güncellemek sonra mahvetmek uygulamak yavaş açmak;
8;garanti marka yakışmak bir uygulamak;
2;çok kolay uygulamak;
8;kesinlikle tavsiye etmek;
5;ile uygulamak girmek;
1;şifre girmek 8 yâd 9 hane istemek şimdi;
3;uygulamak harika ödül hak etmek ama Iphone dan da temas olmak kart taşımak ödemek rahat istemek artık Iphone dada Nfc özellik eklemek teşekkür;
10;uygulamak harika ödül hak etmek ama Iphone dan da temas olmak kart taşımak ödemek rahat istemek artık Iphone dada Nfc özellik eklemek teşekkür;
1;ay 1 2 kere uygulamak ulaşmak teknik destek başvurmak silmek tekrar yüklemek demek;
5;ay 1 2 kere uygulamak ulaşmak teknik destek başvurmak silmek tekrar yüklemek demek;
5;silmek tekrar yüklem gibi bir çözüm olmak mi;
8;en başarı mobil banka uygulamak;
8;kendi sürekli yenilemek gayet başarı bir uygulamak;
8;çok güzel olmak cep Teb;
5;uygulamak girmek atmak sürekli;
7;hız ve her işlem yapmak;
2;herşey çok güzel olmak kolay kullanım hız işlem;
8;çok iş yaramak;
8;çok rahat özgüveni;
9;güncellemek sonra onaylamak zorunlu kılmak da ne demek;
3;onaylamak yazı olmak olmak zaten ons girmek olmak ki kalkmak şu saçmalık;
9;bu ne ya zırt pırt güncellemek gerekmek;
9;son güncellemek sonra kredi kart ödemek yapmak için tutar girmek çalışmak ama küsürat yazılamak;
10;son güncellemek sonra kredi kart ödemek yapmak için tutar girmek çalışmak ama küsürat yazılamak;
6;son güncellemek sonra kredi kart ödemek yapmak için tutar girmek çalışmak ama küsürat yazılamak;
5;ekran klâvye virgül tuş sayı doğru yer ayırmak;
9;en son güncellemek kadar iyi;
9;güncellemek sonra üzgün işlem kalmak süre devam etmek yazmak uygulamak girmek;
5;güncellemek sonra üzgün işlem kalmak süre devam etmek yazmak uygulamak girmek;
3;siz değer garanti Bbva aile şimdiden teşekkür etmek ben müşteri olmak çok memnun olmak belirmek istemek garanti Bbva dan küçük bir rica Olucak İnternet banka hesap açmak işlem 3 banka ile sınır bu için diğer şube de hesap açmak kapamak işlem olmak arz ve talep etmek saygı garanti Bbva aile;
8;siz değer garanti Bbva aile şimdiden teşekkür etmek ben müşteri olmak çok memnun olmak belirmek istemek garanti Bbva dan küçük bir rica Olucak İnternet banka hesap açmak işlem 3 banka ile sınır bu için diğer şube de hesap açmak kapamak işlem olmak arz ve talep etmek saygı garanti Bbva aile;
5;uygulamak kendi kendi silmek telefon ve şu an inmek 100 yüklem olmak rağmen her sefer baş sarmak yüklemek;
2;çok güzel kullanmak;
5;açmak berbat;
4;30 dakika 50 demek fazla deneme hesap girmek ben için büyük bir sorun inat etmek girmek şifre yazmak bir simge dönmek sonra kaybolmak ve öyle beklemek ama ve acil iş olmak gelmek bu saçma sapmak takılmak ve kaç ay sonra gelmek gelişmek cevap şaka gibi ya;
1;30 dakika 50 demek fazla deneme hesap girmek ben için büyük bir sorun inat etmek girmek şifre yazmak bir simge dönmek sonra kaybolmak ve öyle beklemek ama ve acil iş olmak gelmek bu saçma sapmak takılmak ve kaç ay sonra gelmek gelişmek cevap şaka gibi ya;
7;30 dakika 50 demek fazla deneme hesap girmek ben için büyük bir sorun inat etmek girmek şifre yazmak bir simge dönmek sonra kaybolmak ve öyle beklemek ama ve acil iş olmak gelmek bu saçma sapmak takılmak ve kaç ay sonra gelmek gelişmek cevap şaka gibi ya;
4;müşteri hizmet telefon açmak dakika beklemek;
1;bugün de uygulamak girmek yapmak;
5;bugün de uygulamak girmek yapmak;
2;kolay kullanım imkân sunmak bir uygulamak;
3;altın yan gümüş olmak dezavantaj;
8;güncellemek yapmak uygulamak açmak;
8;dün otuz dakika telefon beklemek tek işlem yapmak;
4;hat kesmek;
4;bugün aramak operatör bağlamak süre asgari 30 dakika olmak söylemek;
4;telefon kapamak;
3;pek çok banka mobil uygulamak kullanmak;
7;para manyak olmak hizmet düzelmek program hız çalışmak;
3;uygulamak diğer banka göre berbat;
8;bilgi güzel uygulamak;
2;harika hiç zaman kaybetmek güven olmak işlem yapmak;
8;harika hiç zaman kaybetmek güven olmak işlem yapmak;
7;anlaşmak kolay menü ile çok hız;
2;anlaşmak kolay menü ile çok hız;
8;bankamatik de yapmak bütün işlem ev çay yudumlamak yapmak;
8;çok iyi;
5;hesap girmek hep 0 var galiba uygulamak bozuk;
2;karanlık mod güzel olmak yapı kredi ben en çok sevmek banka;
3;Viop işlem için ben bu pandemi şube çağırmak;
3;kardeş teknoloji var artık prosedür mobil uygulamak üzeri işlemek;
3;kredi mobil uygulamak çekmek ama bir Viop işlem yapmak;
2;gayet güzel kullanmak;
2;ve çözüm odak ser kullanmak;
7;ve çözüm odak ser kullanmak;
5;açmak;
6;ekran açmak bütün öze görünmek;
5;para göndermek olmak;
2;güvenmek güzel kullanmak;
3;altın hesap kar zar durum anlık görmek diğer banka gibi güzel olmak değer;
7;kesinlikle bilinç ve kasıt olmak uygulamak kullanmak hal getirmek düşünmek;
7;başka bir açıklamak olmak;
6;merhaba eskiden para transfer dekont istemek mail atmak şimdi sadece kayıt mail e atmak bide para transfer dekont Whatsapp ta paylaşmak;
6;merhaba eskiden para transfer dekont istemek mail atmak şimdi sadece kayıt mail e atmak bide para transfer dekont Whatsapp ta paylaşmak;
8;uygulamak güzel bu eksik gidermek daha güzel olmak;
5;referans not ile para yatırmak hata vermek;
4;müşteri temsilci aramak daha bu işlem anlamak temsilci yok;
9;uygulamak güncellemek her sefer kalmak yük yapmak zor kalmak;
5;uygulamak güncellemek her sefer kalmak yük yapmak zor kalmak;
9;neden güncellemek yapmak;
5;neden güncellemek yapmak;
8;sevmek beğenmek ulaşmak istemek ulaşmak kullanmak;
7;program sayfa geçmek ağır;
8;güzel deneyim ve imkân;
8;devlet Banka böyle kötü uygulamak yönetmek çok üzülmek;
3;lütfen bu iki önem sorun gidermek 1 diğer banka mobil banka üzeri bireysel kredi erken kapamak maaş almak banka ben şube yönlenmek;
5;2 Vakıfbank mobil banka aplikasyon sürekli sistem dış atmak;
2;tekrar girmek beklemek tekrar işlem yapmak zaman kayıp yol açmak;
7;tekrar girmek beklemek tekrar işlem yapmak zaman kayıp yol açmak;
9;güncellemek demek açmak başka banka uygulamak iş halletmek sağ olmak garanti şaşırmak;
5;güncellemek demek açmak başka banka uygulamak iş halletmek sağ olmak garanti şaşırmak;
7;telefon için inmek hiç bir işlem mi tek sefer kesin yapmak 10 15 sefer tekrar tekrar girmek durum kalmak görmek kadar kimse memnun değil;
7;hız kolay işlem yapmak teşekkür;
2;hız kolay işlem yapmak teşekkür;
2;anlaşmak ve kullanım kolay;
3;güzel bir hizmet;
2;kullanım basit ve de hız;
7;kullanım basit ve de hız;
3;insan hizmet odak;
8;çok güzel olmak kullanmak bir uygulamak;
2;şimdi kadar kullanmak uygulamak ara en iyi olmak ziraat Banka uygulamak her yaş hitap etmek kullanmak ve detay net göstermek tek banka teşekkür etmek;
2;ben beğenmek anlık şekil yapmak yapmak el sağlık;
7;gayet hız olmak;
8;bir çok mobil banka uygulamak çok daha iyi ve performans olmak da gayet hız;
1;neden sadece mobil veri girmek yapmak;
6;neden sadece mobil veri girmek yapmak;
1;Wifi üzeri neden girmek yapmak;
6;Wifi üzeri neden girmek yapmak;
8;hem App hem banka kendi;
5;uygulamak açmak;
5;uygulamak açmak herhangi bir menü tıklamak yeniden şifre girmek ekran atmak android de özellikle bu düzelmek rica etmek;
1;son yapmak güncellemek uygulamak otomatik kapamak girmek ekran takılmak;
5;son yapmak güncellemek uygulamak otomatik kapamak girmek ekran takılmak;
4;Must hizmet demek ayrı dert;
2;çok kolay ve pratik teşekkür;
9;güncellemek harika;
9;son güncellemek sonra neden sürekli İnternet bağlantı yok demek uygulamak çalışmak sorun ben mi sadece;
5;son güncellemek sonra neden sürekli İnternet bağlantı yok demek uygulamak çalışmak sorun ben mi sadece;
9;bütün gün uygulamak girmek çalışmak kredi kart ödemek için son gün ama girmek;
9;revize yapmak;
10;revize yapmak;
5;revize yapmak;
9;gece yapmak revize mesai saat içeri insan mağdur etmek;
9;o yüz düşük puan vermek;
7;çok hız;
2;tüm işlem kolay yapmak;
2;kullanım kolay ve anlaşmak;
2;kullanım kolay işlev bir uygulamak ayrıca iş banka her zaman yan;
2;çok kullanmak bir uygulamak emek geçen el sağlık;
7;donmak olmak ve girmek yapmak yoğun demek ya rezil resmen;
2;bu kadar kolay fatura ödemek ne kadar güzel;
10;bu kadar kolay fatura ödemek ne kadar güzel;
2;kullanmak;
7;ay bir silmek yüklemek lazım aşırı berbat bir uygulamak;
7;kolay ve sorun teşekkür İng;
2;kolay ve sorun teşekkür İng;
9;güncellemek usanmak;
7;telefon kaldırmak;
11;böyle gitmek mobil uygulamak tamamen telefon silmek;
1;iyi kardeş her girmek Wifi kapamak mobil veri Bıke'liliğine Aç demek ki bir insan siz ben bir almak vermek var anlamak değil o bırakmak mobil veri açmak mesaj gelmek kod girmek ölmek eşek ölmek ev İnternet niye var kapamak bari olmak bitmek yazık ya gerçekten yazık;
3;iyi kardeş her girmek Wifi kapamak mobil veri Bıke'liliğine Aç demek ki bir insan siz ben bir almak vermek var anlamak değil o bırakmak mobil veri açmak mesaj gelmek kod girmek ölmek eşek ölmek ev İnternet niye var kapamak bari olmak bitmek yazık ya gerçekten yazık;
2;pratik ve kolay;
2;işlem rahat yapmak çok teşekkür etmek;
5;sürekli hata vermek ihtiyaç var ne kadar para var görmek;
7;çok sıkıntı bir uygulamak yakışmak;
3;sık aralık şifre değişik istemek bu istek bağ zaman seçim yapmak daha güzel olmak meselâ 3 ay 6 ay 24 ay gibi;
5;güncel kampanya uygulamak üzeri katmak çıkmak uygulamak;
2;en iyi ve en kullanmak mobil şube;
5;mobil açmak tekrar sistem otomatik olmak atmak;
5;silmek uygulamak yeniden yüklemek çalışmak ama olmak;
2;hız ve basit;
7;hız ve basit;
4;merhaba kredi başvuru bulunmak onaylamak sim kart değişik yapmak için sim bloke işlem çağrı merkez aracı ile yapmak şube ile görüşmek imza atmak lazım demek çekmek demek maalesef demek önce Corona virüs Sebib'eyse ilçe merkez gitmek için talep oluşmak ama herhangi bir çözüm yok bu zor gün böyle ufak iş ile ulaşmak neden millet yan olmak dair kampanya yapmak anlamak değil siz kınamak;
1;şimdi girmek yapmak Akbank direkt İnternet kullanmak diye hata mesaj çıkmak;
5;şimdi girmek yapmak Akbank direkt İnternet kullanmak diye hata mesaj çıkmak;
3;senet işlem neden yok;
5;uygulamak güncellemek sonra açmak artık;
9;uygulamak güncellemek sonra açmak artık;
5;sürekli hata vermek;
7;her mobil işlem hiç sıkıntı ile karşılaşmak güzel;
2;çok memnun kolay yapmak;
9;her güncellemek sonra uygulamak ve her defa şifre değişmek istemek o için sıfır yıldız vermek;
3;her güncellemek sonra uygulamak ve her defa şifre değişmek istemek o için sıfır yıldız vermek;
1;her güncellemek sonra uygulamak ve her defa şifre değişmek istemek o için sıfır yıldız vermek;
7;uzun zaman kullanmak hiç bir sıkıntı çıkmak çok memnun kalmak;
8;uzun zaman kullanmak hiç bir sıkıntı çıkmak çok memnun kalmak;
9;eski hal daha güzel;
1;uygulamak inmek fakat kaç kez parola girmek olmak nasıl açmak;
5;uygulamak inmek fakat kaç kez parola girmek olmak nasıl açmak;
5;uygulamak çalışmak;
2;görsel çok güzel kullanım çok rahat;
2;kafa yormak kolay uygulamak;
2;rahat bir şekil bütün banka ile ilgi işlem gerçek;
9;bir bitmek bu güncellemek her hafta ne bu yahu;
9;bu güncellemek her zaman döviz hareket olmak el hazır tutmak müşteri oyalamak zaman kazanmak tüm gün beklemek iş hep tek taraf kazanmak;
3;bu güncellemek her zaman döviz hareket olmak el hazır tutmak müşteri oyalamak zaman kazanmak tüm gün beklemek iş hep tek taraf kazanmak;
3;hesap alt hesap özetlemek diye bir menü yok mobil uygulamak bahsetmek değil;
6;hesap alt hesap özetlemek diye bir menü yok mobil uygulamak bahsetmek değil;
2;hesap alt hesap özetlemek diye bir menü yok mobil uygulamak bahsetmek değil;
